transaction_id,date,platform,customer_id,customer_segment,region_city,product_id,product_category,order_status,number_of_orders,total_order_value,courier_name,delivery_status,delivery_time_days,customer_lifetime_value,acquisition_source,acquisition_cost,gross_margin_percentage,campaign_id,discount_percentage,platform_commission,competitor_price,weather_condition,peak_season_flag,customer_satisfaction,review_count,courier_reliability,market_demand_index,estimated_financial_loss,delivery_success_rate,paragraph
TRX-2023-054,11/05/2023,Amazon,CUST-054,New,Iloilo,PROD-T5,Toys,Failed,185,189810,CourierY,Failed,3.3,224958,Instagram,405,29.6,CAMP-Q2-001,8.8,9.4,146892,typhoon,0,3.4,33,5.0,10,1716.18,91.54,"""In the transaction with ID TRX-2023-054 on 11/05/2023, a total of 185 orders were placed on the Amazon platform by customer CUST-054, who belongs to the New segment in Iloilo. The product with ID PROD-T5, categorized under Toys, was sold with an order status of Failed. The total order value reached 189810, and the delivery was handled by CourierY, achieving a delivery status of Failed with a delivery time of 3.3 days. The customer lifetime value was estimated at 224958, with an acquisition cost of 405 from the Instagram source. The campaign ID associated with this transaction is CAMP-Q2-001, which offered a discount of 8.8%. The platform commission was 9.4%, while the competitor price stood at 146892. The weather condition during this transaction was typhoon, and it was 0 that it fell within the peak season. Customer satisfaction was rated at 3.4 based on 33 reviews, and the courier reliability was measured at 5.0. The market demand index was 10, with an estimated financial loss of 1716.18 and a delivery success rate of 91.54."""
TRX-2023-055,27/02/2023,Lazada,CUST-055,New,Bacolod,PROD-T6,Automotive,Failed,110,125620,CourierY,Failed,2.1,178691,Google,545,24.4,CAMP-Q2-001,21.8,7.6,131399,heavy_rain,1,3.4,26,7.1,8,1508.2,97.17,"""In the transaction with ID TRX-2023-055 on 27/02/2023, a total of 110 orders were placed on the Lazada platform by customer CUST-055, who belongs to the New segment in Bacolod. The product with ID PROD-T6, categorized under Automotive, was sold with an order status of Failed. The total order value reached 125620, and the delivery was handled by CourierY, achieving a delivery status of Failed with a delivery time of 2.1 days. The customer lifetime value was estimated at 178691, with an acquisition cost of 545 from the Google source. The campaign ID associated with this transaction is CAMP-Q2-001, which offered a discount of 21.8%. The platform commission was 7.6%, while the competitor price stood at 131399. The weather condition during this transaction was heavy_rain, and it was 1 that it fell within the peak season. Customer satisfaction was rated at 3.4 based on 26 reviews, and the courier reliability was measured at 7.1. The market demand index was 8, with an estimated financial loss of 1508.2 and a delivery success rate of 97.17."""
TRX-2023-056,22/12/2023,Shopee,CUST-056,Premium,Davao,PROD-D6,Toys,Delayed,67,51724,CourierY,Delayed,3.7,122617,Google,446,29.3,CAMP-Q2-001,19.1,5.6,135410,normal,1,4.0,10,9.2,2,1068.27,90.51,"""In the transaction with ID TRX-2023-056 on 22/12/2023, a total of 67 orders were placed on the Shopee platform by customer CUST-056, who belongs to the Premium segment in Davao. The product with ID PROD-D6, categorized under Toys, was sold with an order status of Delayed. The total order value reached 51724, and the delivery was handled by CourierY, achieving a delivery status of Delayed with a delivery time of 3.7 days. The customer lifetime value was estimated at 122617, with an acquisition cost of 446 from the Google source. The campaign ID associated with this transaction is CAMP-Q2-001, which offered a discount of 19.1%. The platform commission was 5.6%, while the competitor price stood at 135410. The weather condition during this transaction was normal, and it was 1 that it fell within the peak season. Customer satisfaction was rated at 4.0 based on 10 reviews, and the courier reliability was measured at 9.2. The market demand index was 2, with an estimated financial loss of 1068.27 and a delivery success rate of 90.51."""
TRX-2023-057,02/11/2023,Amazon,CUST-057,Regular,Manila,PROD-A7,Health & Beauty,Completed,123,153381,CourierX,Delayed,2.5,126799,Instagram,419,35.8,CAMP-Q2-001,20.1,7.1,125825,typhoon,1,4.5,71,7.3,2,1020.55,97.62,"""In the transaction with ID TRX-2023-057 on 02/11/2023, a total of 123 orders were placed on the Amazon platform by customer CUST-057, who belongs to the Regular segment in Manila. The product with ID PROD-A7, categorized under Health & Beauty, was sold with an order status of Completed. The total order value reached 153381, and the delivery was handled by CourierX, achieving a delivery status of Delayed with a delivery time of 2.5 days. The customer lifetime value was estimated at 126799, with an acquisition cost of 419 from the Instagram source. The campaign ID associated with this transaction is CAMP-Q2-001, which offered a discount of 20.1%. The platform commission was 7.1%, while the competitor price stood at 125825. The weather condition during this transaction was typhoon, and it was 1 that it fell within the peak season. Customer satisfaction was rated at 4.5 based on 71 reviews, and the courier reliability was measured at 7.3. The market demand index was 2, with an estimated financial loss of 1020.55 and a delivery success rate of 97.62."""
TRX-2023-058,10/10/2023,Zalora,CUST-058,New,Cagayan de Oro,PROD-B6,Electronics,Failed,94,64672,CourierY,Failed,4.6,147768,Referral,598,34.3,CAMP-Q2-002,18.6,7.4,101209,normal,0,3.7,53,5.1,10,1987.06,87.03,"""In the transaction with ID TRX-2023-058 on 10/10/2023, a total of 94 orders were placed on the Zalora platform by customer CUST-058, who belongs to the New segment in Cagayan de Oro. The product with ID PROD-B6, categorized under Electronics, was sold with an order status of Failed. The total order value reached 64672, and the delivery was handled by CourierY, achieving a delivery status of Failed with a delivery time of 4.6 days. The customer lifetime value was estimated at 147768, with an acquisition cost of 598 from the Referral source. The campaign ID associated with this transaction is CAMP-Q2-002, which offered a discount of 18.6%. The platform commission was 7.4%, while the competitor price stood at 101209. The weather condition during this transaction was normal, and it was 0 that it fell within the peak season. Customer satisfaction was rated at 3.7 based on 53 reviews, and the courier reliability was measured at 5.1. The market demand index was 10, with an estimated financial loss of 1987.06 and a delivery success rate of 87.03."""
TRX-2023-059,11/10/2023,Amazon,CUST-059,Premium,Bacolod,PROD-Y2,Automotive,Failed,182,99008,CourierZ,Failed,4.9,50497,Instagram,448,37.4,CAMP-Q2-001,3.0,6.6,91332,normal,1,4.4,82,6.0,7,1143.01,94.21,"""In the transaction with ID TRX-2023-059 on 11/10/2023, a total of 182 orders were placed on the Amazon platform by customer CUST-059, who belongs to the Premium segment in Bacolod. The product with ID PROD-Y2, categorized under Automotive, was sold with an order status of Failed. The total order value reached 99008, and the delivery was handled by CourierZ, achieving a delivery status of Failed with a delivery time of 4.9 days. The customer lifetime value was estimated at 50497, with an acquisition cost of 448 from the Instagram source. The campaign ID associated with this transaction is CAMP-Q2-001, which offered a discount of 3.0%. The platform commission was 6.6%, while the competitor price stood at 91332. The weather condition during this transaction was normal, and it was 1 that it fell within the peak season. Customer satisfaction was rated at 4.4 based on 82 reviews, and the courier reliability was measured at 6.0. The market demand index was 7, with an estimated financial loss of 1143.01 and a delivery success rate of 94.21."""
TRX-2023-060,13/10/2023,Zalora,CUST-060,Regular,Manila,PROD-E7,Health & Beauty,Failed,151,172744,CourierY,Failed,4.1,92377,Instagram,234,30.2,CAMP-Q2-001,17.3,9.1,96865,normal,0,3.9,69,6.9,7,1219.51,99.28,"""In the transaction with ID TRX-2023-060 on 13/10/2023, a total of 151 orders were placed on the Zalora platform by customer CUST-060, who belongs to the Regular segment in Manila. The product with ID PROD-E7, categorized under Health & Beauty, was sold with an order status of Failed. The total order value reached 172744, and the delivery was handled by CourierY, achieving a delivery status of Failed with a delivery time of 4.1 days. The customer lifetime value was estimated at 92377, with an acquisition cost of 234 from the Instagram source. The campaign ID associated with this transaction is CAMP-Q2-001, which offered a discount of 17.3%. The platform commission was 9.1%, while the competitor price stood at 96865. The weather condition during this transaction was normal, and it was 0 that it fell within the peak season. Customer satisfaction was rated at 3.9 based on 69 reviews, and the courier reliability was measured at 6.9. The market demand index was 7, with an estimated financial loss of 1219.51 and a delivery success rate of 99.28."""
TRX-2023-061,15/10/2023,Shopee,CUST-061,Premium,Cagayan de Oro,PROD-X5,Toys,Failed,193,152856,CourierY,Success,4.6,265061,Referral,590,20.9,CAMP-Q2-003,16.9,9.4,101535,normal,1,3.3,47,9.4,6,1478.91,89.22,"""In the transaction with ID TRX-2023-061 on 15/10/2023, a total of 193 orders were placed on the Shopee platform by customer CUST-061, who belongs to the Premium segment in Cagayan de Oro. The product with ID PROD-X5, categorized under Toys, was sold with an order status of Failed. The total order value reached 152856, and the delivery was handled by CourierY, achieving a delivery status of Success with a delivery time of 4.6 days. The customer lifetime value was estimated at 265061, with an acquisition cost of 590 from the Referral source. The campaign ID associated with this transaction is CAMP-Q2-003, which offered a discount of 16.9%. The platform commission was 9.4%, while the competitor price stood at 101535. The weather condition during this transaction was normal, and it was 1 that it fell within the peak season. Customer satisfaction was rated at 3.3 based on 47 reviews, and the courier reliability was measured at 9.4. The market demand index was 6, with an estimated financial loss of 1478.91 and a delivery success rate of 89.22."""
TRX-2023-062,17/01/2023,Zalora,CUST-062,Regular,Cebu,PROD-S2,Electronics,Delayed,150,94050,CourierX,Delayed,4.7,259865,Google,378,32.5,CAMP-Q2-001,14.4,7.0,102718,heavy_rain,1,3.2,93,9.8,8,1222.55,88.2,"""In the transaction with ID TRX-2023-062 on 17/01/2023, a total of 150 orders were placed on the Zalora platform by customer CUST-062, who belongs to the Regular segment in Cebu. The product with ID PROD-S2, categorized under Electronics, was sold with an order status of Delayed. The total order value reached 94050, and the delivery was handled by CourierX, achieving a delivery status of Delayed with a delivery time of 4.7 days. The customer lifetime value was estimated at 259865, with an acquisition cost of 378 from the Google source. The campaign ID associated with this transaction is CAMP-Q2-001, which offered a discount of 14.4%. The platform commission was 7.0%, while the competitor price stood at 102718. The weather condition during this transaction was heavy_rain, and it was 1 that it fell within the peak season. Customer satisfaction was rated at 3.2 based on 93 reviews, and the courier reliability was measured at 9.8. The market demand index was 8, with an estimated financial loss of 1222.55 and a delivery success rate of 88.2."""
TRX-2023-063,16/05/2023,Lazada,CUST-063,Premium,Cebu,PROD-S6,Toys,Failed,180,129960,CourierX,Success,4.6,174244,Facebook,432,34.7,CAMP-Q2-002,14.4,5.3,86321,normal,1,3.5,95,8.4,3,1898.61,96.15,"""In the transaction with ID TRX-2023-063 on 16/05/2023, a total of 180 orders were placed on the Lazada platform by customer CUST-063, who belongs to the Premium segment in Cebu. The product with ID PROD-S6, categorized under Toys, was sold with an order status of Failed. The total order value reached 129960, and the delivery was handled by CourierX, achieving a delivery status of Success with a delivery time of 4.6 days. The customer lifetime value was estimated at 174244, with an acquisition cost of 432 from the Facebook source. The campaign ID associated with this transaction is CAMP-Q2-002, which offered a discount of 14.4%. The platform commission was 5.3%, while the competitor price stood at 86321. The weather condition during this transaction was normal, and it was 1 that it fell within the peak season. Customer satisfaction was rated at 3.5 based on 95 reviews, and the courier reliability was measured at 8.4. The market demand index was 3, with an estimated financial loss of 1898.61 and a delivery success rate of 96.15."""
TRX-2023-064,26/10/2023,Zalora,CUST-064,New,Cebu,PROD-G3,Toys,Delayed,198,145926,CourierX,Success,2.1,292500,Google,496,34.9,CAMP-Q2-002,0.7,6.5,90476,typhoon,1,4.5,28,9.1,10,1689.15,96.5,"""In the transaction with ID TRX-2023-064 on 26/10/2023, a total of 198 orders were placed on the Zalora platform by customer CUST-064, who belongs to the New segment in Cebu. The product with ID PROD-G3, categorized under Toys, was sold with an order status of Delayed. The total order value reached 145926, and the delivery was handled by CourierX, achieving a delivery status of Success with a delivery time of 2.1 days. The customer lifetime value was estimated at 292500, with an acquisition cost of 496 from the Google source. The campaign ID associated with this transaction is CAMP-Q2-002, which offered a discount of 0.7%. The platform commission was 6.5%, while the competitor price stood at 90476. The weather condition during this transaction was typhoon, and it was 1 that it fell within the peak season. Customer satisfaction was rated at 4.5 based on 28 reviews, and the courier reliability was measured at 9.1. The market demand index was 10, with an estimated financial loss of 1689.15 and a delivery success rate of 96.5."""
TRX-2023-065,04/01/2023,Lazada,CUST-065,Regular,Iloilo,PROD-G6,Toys,Completed,200,149200,CourierZ,Success,2.6,254201,Instagram,215,34.6,CAMP-Q2-003,14.6,6.9,122859,typhoon,1,3.2,96,6.5,6,1120.11,99.25,"""In the transaction with ID TRX-2023-065 on 04/01/2023, a total of 200 orders were placed on the Lazada platform by customer CUST-065, who belongs to the Regular segment in Iloilo. The product with ID PROD-G6, categorized under Toys, was sold with an order status of Completed. The total order value reached 149200, and the delivery was handled by CourierZ, achieving a delivery status of Success with a delivery time of 2.6 days. The customer lifetime value was estimated at 254201, with an acquisition cost of 215 from the Instagram source. The campaign ID associated with this transaction is CAMP-Q2-003, which offered a discount of 14.6%. The platform commission was 6.9%, while the competitor price stood at 122859. The weather condition during this transaction was typhoon, and it was 1 that it fell within the peak season. Customer satisfaction was rated at 3.2 based on 96 reviews, and the courier reliability was measured at 6.5. The market demand index was 6, with an estimated financial loss of 1120.11 and a delivery success rate of 99.25."""
TRX-2023-066,25/11/2023,Lazada,CUST-066,Regular,Iloilo,PROD-F9,Fashion,Failed,178,214312,CourierX,Success,4.0,114691,Referral,597,29.5,CAMP-Q2-002,6.0,6.6,112504,typhoon,1,4.1,89,6.8,6,1898.23,88.52,"""In the transaction with ID TRX-2023-066 on 25/11/2023, a total of 178 orders were placed on the Lazada platform by customer CUST-066, who belongs to the Regular segment in Iloilo. The product with ID PROD-F9, categorized under Fashion, was sold with an order status of Failed. The total order value reached 214312, and the delivery was handled by CourierX, achieving a delivery status of Success with a delivery time of 4.0 days. The customer lifetime value was estimated at 114691, with an acquisition cost of 597 from the Referral source. The campaign ID associated with this transaction is CAMP-Q2-002, which offered a discount of 6.0%. The platform commission was 6.6%, while the competitor price stood at 112504. The weather condition during this transaction was typhoon, and it was 1 that it fell within the peak season. Customer satisfaction was rated at 4.1 based on 89 reviews, and the courier reliability was measured at 6.8. The market demand index was 6, with an estimated financial loss of 1898.23 and a delivery success rate of 88.52."""
TRX-2023-067,30/08/2023,Amazon,CUST-067,Premium,Cebu,PROD-J3,Automotive,Delayed,132,93588,CourierZ,Failed,2.1,68952,Organic,423,34.2,CAMP-Q2-001,15.3,6.0,100247,heavy_rain,1,3.9,80,9.6,5,1367.13,97.33,"""In the transaction with ID TRX-2023-067 on 30/08/2023, a total of 132 orders were placed on the Amazon platform by customer CUST-067, who belongs to the Premium segment in Cebu. The product with ID PROD-J3, categorized under Automotive, was sold with an order status of Delayed. The total order value reached 93588, and the delivery was handled by CourierZ, achieving a delivery status of Failed with a delivery time of 2.1 days. The customer lifetime value was estimated at 68952, with an acquisition cost of 423 from the Organic source. The campaign ID associated with this transaction is CAMP-Q2-001, which offered a discount of 15.3%. The platform commission was 6.0%, while the competitor price stood at 100247. The weather condition during this transaction was heavy_rain, and it was 1 that it fell within the peak season. Customer satisfaction was rated at 3.9 based on 80 reviews, and the courier reliability was measured at 9.6. The market demand index was 5, with an estimated financial loss of 1367.13 and a delivery success rate of 97.33."""
TRX-2023-068,16/09/2023,Shopee,CUST-068,New,Cebu,PROD-T3,Electronics,Completed,60,84720,CourierZ,Success,3.3,54474,Instagram,507,39.5,CAMP-Q2-003,23.7,6.8,88086,heavy_rain,0,3.2,82,5.1,9,1906.95,97.08,"""In the transaction with ID TRX-2023-068 on 16/09/2023, a total of 60 orders were placed on the Shopee platform by customer CUST-068, who belongs to the New segment in Cebu. The product with ID PROD-T3, categorized under Electronics, was sold with an order status of Completed. The total order value reached 84720, and the delivery was handled by CourierZ, achieving a delivery status of Success with a delivery time of 3.3 days. The customer lifetime value was estimated at 54474, with an acquisition cost of 507 from the Instagram source. The campaign ID associated with this transaction is CAMP-Q2-003, which offered a discount of 23.7%. The platform commission was 6.8%, while the competitor price stood at 88086. The weather condition during this transaction was heavy_rain, and it was 0 that it fell within the peak season. Customer satisfaction was rated at 3.2 based on 82 reviews, and the courier reliability was measured at 5.1. The market demand index was 9, with an estimated financial loss of 1906.95 and a delivery success rate of 97.08."""
TRX-2023-069,21/09/2023,Amazon,CUST-069,Premium,Davao,PROD-B9,Automotive,Delayed,124,74276,CourierZ,Delayed,2.9,122601,Organic,405,20.6,CAMP-Q2-002,15.8,8.5,113081,typhoon,0,4.3,78,10.0,2,1386.05,99.72,"""In the transaction with ID TRX-2023-069 on 21/09/2023, a total of 124 orders were placed on the Amazon platform by customer CUST-069, who belongs to the Premium segment in Davao. The product with ID PROD-B9, categorized under Automotive, was sold with an order status of Delayed. The total order value reached 74276, and the delivery was handled by CourierZ, achieving a delivery status of Delayed with a delivery time of 2.9 days. The customer lifetime value was estimated at 122601, with an acquisition cost of 405 from the Organic source. The campaign ID associated with this transaction is CAMP-Q2-002, which offered a discount of 15.8%. The platform commission was 8.5%, while the competitor price stood at 113081. The weather condition during this transaction was typhoon, and it was 0 that it fell within the peak season. Customer satisfaction was rated at 4.3 based on 78 reviews, and the courier reliability was measured at 10.0. The market demand index was 2, with an estimated financial loss of 1386.05 and a delivery success rate of 99.72."""
TRX-2023-070,15/02/2023,Zalora,CUST-070,New,Manila,PROD-A9,Automotive,Completed,191,225762,CourierZ,Success,3.4,210926,Referral,460,35.2,CAMP-Q2-003,3.3,8.5,115359,heavy_rain,1,4.1,82,9.2,3,1343.29,95.69,"""In the transaction with ID TRX-2023-070 on 15/02/2023, a total of 191 orders were placed on the Zalora platform by customer CUST-070, who belongs to the New segment in Manila. The product with ID PROD-A9, categorized under Automotive, was sold with an order status of Completed. The total order value reached 225762, and the delivery was handled by CourierZ, achieving a delivery status of Success with a delivery time of 3.4 days. The customer lifetime value was estimated at 210926, with an acquisition cost of 460 from the Referral source. The campaign ID associated with this transaction is CAMP-Q2-003, which offered a discount of 3.3%. The platform commission was 8.5%, while the competitor price stood at 115359. The weather condition during this transaction was heavy_rain, and it was 1 that it fell within the peak season. Customer satisfaction was rated at 4.1 based on 82 reviews, and the courier reliability was measured at 9.2. The market demand index was 3, with an estimated financial loss of 1343.29 and a delivery success rate of 95.69."""
TRX-2023-071,13/02/2023,Zalora,CUST-071,Regular,Cebu,PROD-X2,Toys,Delayed,176,232848,CourierZ,Success,2.6,209782,Organic,581,20.4,CAMP-Q2-002,3.0,9.8,121029,normal,0,4.4,15,7.5,7,1897.83,89.62,"""In the transaction with ID TRX-2023-071 on 13/02/2023, a total of 176 orders were placed on the Zalora platform by customer CUST-071, who belongs to the Regular segment in Cebu. The product with ID PROD-X2, categorized under Toys, was sold with an order status of Delayed. The total order value reached 232848, and the delivery was handled by CourierZ, achieving a delivery status of Success with a delivery time of 2.6 days. The customer lifetime value was estimated at 209782, with an acquisition cost of 581 from the Organic source. The campaign ID associated with this transaction is CAMP-Q2-002, which offered a discount of 3.0%. The platform commission was 9.8%, while the competitor price stood at 121029. The weather condition during this transaction was normal, and it was 0 that it fell within the peak season. Customer satisfaction was rated at 4.4 based on 15 reviews, and the courier reliability was measured at 7.5. The market demand index was 7, with an estimated financial loss of 1897.83 and a delivery success rate of 89.62."""
TRX-2023-072,09/02/2023,Zalora,CUST-072,Premium,Davao,PROD-A7,Fashion,Failed,144,81072,CourierX,Failed,2.7,166034,Organic,276,39.5,CAMP-Q2-002,8.7,6.1,104721,typhoon,1,4.3,66,9.5,8,1113.28,89.8,"""In the transaction with ID TRX-2023-072 on 09/02/2023, a total of 144 orders were placed on the Zalora platform by customer CUST-072, who belongs to the Premium segment in Davao. The product with ID PROD-A7, categorized under Fashion, was sold with an order status of Failed. The total order value reached 81072, and the delivery was handled by CourierX, achieving a delivery status of Failed with a delivery time of 2.7 days. The customer lifetime value was estimated at 166034, with an acquisition cost of 276 from the Organic source. The campaign ID associated with this transaction is CAMP-Q2-002, which offered a discount of 8.7%. The platform commission was 6.1%, while the competitor price stood at 104721. The weather condition during this transaction was typhoon, and it was 1 that it fell within the peak season. Customer satisfaction was rated at 4.3 based on 66 reviews, and the courier reliability was measured at 9.5. The market demand index was 8, with an estimated financial loss of 1113.28 and a delivery success rate of 89.8."""
TRX-2023-073,19/04/2023,Lazada,CUST-073,New,Manila,PROD-Q9,Electronics,Failed,130,100750,CourierY,Failed,2.7,271994,Google,417,25.0,CAMP-Q2-001,17.8,7.9,113484,heavy_rain,1,3.8,96,8.6,1,1626.59,95.8,"""In the transaction with ID TRX-2023-073 on 19/04/2023, a total of 130 orders were placed on the Lazada platform by customer CUST-073, who belongs to the New segment in Manila. The product with ID PROD-Q9, categorized under Electronics, was sold with an order status of Failed. The total order value reached 100750, and the delivery was handled by CourierY, achieving a delivery status of Failed with a delivery time of 2.7 days. The customer lifetime value was estimated at 271994, with an acquisition cost of 417 from the Google source. The campaign ID associated with this transaction is CAMP-Q2-001, which offered a discount of 17.8%. The platform commission was 7.9%, while the competitor price stood at 113484. The weather condition during this transaction was heavy_rain, and it was 1 that it fell within the peak season. Customer satisfaction was rated at 3.8 based on 96 reviews, and the courier reliability was measured at 8.6. The market demand index was 1, with an estimated financial loss of 1626.59 and a delivery success rate of 95.8."""
TRX-2023-074,19/04/2023,Shopee,CUST-074,Regular,Bacolod,PROD-F10,Automotive,Completed,150,148800,CourierY,Delayed,5.0,276589,Referral,568,27.5,CAMP-Q2-003,24.6,7.5,130695,typhoon,0,4.5,69,5.2,10,1549.65,92.79,"""In the transaction with ID TRX-2023-074 on 19/04/2023, a total of 150 orders were placed on the Shopee platform by customer CUST-074, who belongs to the Regular segment in Bacolod. The product with ID PROD-F10, categorized under Automotive, was sold with an order status of Completed. The total order value reached 148800, and the delivery was handled by CourierY, achieving a delivery status of Delayed with a delivery time of 5.0 days. The customer lifetime value was estimated at 276589, with an acquisition cost of 568 from the Referral source. The campaign ID associated with this transaction is CAMP-Q2-003, which offered a discount of 24.6%. The platform commission was 7.5%, while the competitor price stood at 130695. The weather condition during this transaction was typhoon, and it was 0 that it fell within the peak season. Customer satisfaction was rated at 4.5 based on 69 reviews, and the courier reliability was measured at 5.2. The market demand index was 10, with an estimated financial loss of 1549.65 and a delivery success rate of 92.79."""
TRX-2023-075,21/05/2023,Zalora,CUST-075,Premium,Cebu,PROD-C1,Automotive,Failed,58,78938,CourierZ,Failed,3.5,218896,Facebook,243,28.7,CAMP-Q2-002,24.1,6.7,112879,normal,0,3.1,58,7.1,7,1372.82,92.59,"""In the transaction with ID TRX-2023-075 on 21/05/2023, a total of 58 orders were placed on the Zalora platform by customer CUST-075, who belongs to the Premium segment in Cebu. The product with ID PROD-C1, categorized under Automotive, was sold with an order status of Failed. The total order value reached 78938, and the delivery was handled by CourierZ, achieving a delivery status of Failed with a delivery time of 3.5 days. The customer lifetime value was estimated at 218896, with an acquisition cost of 243 from the Facebook source. The campaign ID associated with this transaction is CAMP-Q2-002, which offered a discount of 24.1%. The platform commission was 6.7%, while the competitor price stood at 112879. The weather condition during this transaction was normal, and it was 0 that it fell within the peak season. Customer satisfaction was rated at 3.1 based on 58 reviews, and the courier reliability was measured at 7.1. The market demand index was 7, with an estimated financial loss of 1372.82 and a delivery success rate of 92.59."""
TRX-2023-076,12/02/2023,Lazada,CUST-076,New,Cebu,PROD-V6,Automotive,Failed,181,112220,CourierX,Delayed,4.3,95512,Google,379,29.3,CAMP-Q2-001,0.4,6.5,80661,typhoon,0,3.2,41,6.0,5,1521.26,90.94,"""In the transaction with ID TRX-2023-076 on 12/02/2023, a total of 181 orders were placed on the Lazada platform by customer CUST-076, who belongs to the New segment in Cebu. The product with ID PROD-V6, categorized under Automotive, was sold with an order status of Failed. The total order value reached 112220, and the delivery was handled by CourierX, achieving a delivery status of Delayed with a delivery time of 4.3 days. The customer lifetime value was estimated at 95512, with an acquisition cost of 379 from the Google source. The campaign ID associated with this transaction is CAMP-Q2-001, which offered a discount of 0.4%. The platform commission was 6.5%, while the competitor price stood at 80661. The weather condition during this transaction was typhoon, and it was 0 that it fell within the peak season. Customer satisfaction was rated at 3.2 based on 41 reviews, and the courier reliability was measured at 6.0. The market demand index was 5, with an estimated financial loss of 1521.26 and a delivery success rate of 90.94."""
TRX-2023-077,22/08/2023,Zalora,CUST-077,Regular,Davao,PROD-C4,Automotive,Completed,195,107055,CourierY,Delayed,4.9,60119,Google,409,22.2,CAMP-Q2-003,20.6,7.6,142536,typhoon,1,3.2,51,8.2,6,1361.48,89.12,"""In the transaction with ID TRX-2023-077 on 22/08/2023, a total of 195 orders were placed on the Zalora platform by customer CUST-077, who belongs to the Regular segment in Davao. The product with ID PROD-C4, categorized under Automotive, was sold with an order status of Completed. The total order value reached 107055, and the delivery was handled by CourierY, achieving a delivery status of Delayed with a delivery time of 4.9 days. The customer lifetime value was estimated at 60119, with an acquisition cost of 409 from the Google source. The campaign ID associated with this transaction is CAMP-Q2-003, which offered a discount of 20.6%. The platform commission was 7.6%, while the competitor price stood at 142536. The weather condition during this transaction was typhoon, and it was 1 that it fell within the peak season. Customer satisfaction was rated at 3.2 based on 51 reviews, and the courier reliability was measured at 8.2. The market demand index was 6, with an estimated financial loss of 1361.48 and a delivery success rate of 89.12."""
TRX-2023-078,09/05/2023,Lazada,CUST-078,Regular,Cagayan de Oro,PROD-L10,Toys,Delayed,66,87054,CourierX,Delayed,3.7,193400,Google,326,22.3,CAMP-Q2-001,2.5,5.3,102690,normal,0,3.3,41,9.3,1,1251.19,96.81,"""In the transaction with ID TRX-2023-078 on 09/05/2023, a total of 66 orders were placed on the Lazada platform by customer CUST-078, who belongs to the Regular segment in Cagayan de Oro. The product with ID PROD-L10, categorized under Toys, was sold with an order status of Delayed. The total order value reached 87054, and the delivery was handled by CourierX, achieving a delivery status of Delayed with a delivery time of 3.7 days. The customer lifetime value was estimated at 193400, with an acquisition cost of 326 from the Google source. The campaign ID associated with this transaction is CAMP-Q2-001, which offered a discount of 2.5%. The platform commission was 5.3%, while the competitor price stood at 102690. The weather condition during this transaction was normal, and it was 0 that it fell within the peak season. Customer satisfaction was rated at 3.3 based on 41 reviews, and the courier reliability was measured at 9.3. The market demand index was 1, with an estimated financial loss of 1251.19 and a delivery success rate of 96.81."""
TRX-2023-079,03/05/2023,Shopee,CUST-079,New,Cagayan de Oro,PROD-I5,Health & Beauty,Failed,65,60320,CourierZ,Failed,2.2,86261,Google,468,24.2,CAMP-Q2-001,24.7,8.4,82204,normal,0,3.3,12,6.9,9,1195.22,97.74,"""In the transaction with ID TRX-2023-079 on 03/05/2023, a total of 65 orders were placed on the Shopee platform by customer CUST-079, who belongs to the New segment in Cagayan de Oro. The product with ID PROD-I5, categorized under Health & Beauty, was sold with an order status of Failed. The total order value reached 60320, and the delivery was handled by CourierZ, achieving a delivery status of Failed with a delivery time of 2.2 days. The customer lifetime value was estimated at 86261, with an acquisition cost of 468 from the Google source. The campaign ID associated with this transaction is CAMP-Q2-001, which offered a discount of 24.7%. The platform commission was 8.4%, while the competitor price stood at 82204. The weather condition during this transaction was normal, and it was 0 that it fell within the peak season. Customer satisfaction was rated at 3.3 based on 12 reviews, and the courier reliability was measured at 6.9. The market demand index was 9, with an estimated financial loss of 1195.22 and a delivery success rate of 97.74."""
TRX-2023-080,19/12/2023,Shopee,CUST-080,Regular,Iloilo,PROD-K5,Health & Beauty,Failed,168,98280,CourierZ,Success,2.4,117948,Organic,552,30.3,CAMP-Q2-001,14.4,7.0,144229,typhoon,0,4.5,57,8.5,10,1721.07,89.3,"""In the transaction with ID TRX-2023-080 on 19/12/2023, a total of 168 orders were placed on the Shopee platform by customer CUST-080, who belongs to the Regular segment in Iloilo. The product with ID PROD-K5, categorized under Health & Beauty, was sold with an order status of Failed. The total order value reached 98280, and the delivery was handled by CourierZ, achieving a delivery status of Success with a delivery time of 2.4 days. The customer lifetime value was estimated at 117948, with an acquisition cost of 552 from the Organic source. The campaign ID associated with this transaction is CAMP-Q2-001, which offered a discount of 14.4%. The platform commission was 7.0%, while the competitor price stood at 144229. The weather condition during this transaction was typhoon, and it was 0 that it fell within the peak season. Customer satisfaction was rated at 4.5 based on 57 reviews, and the courier reliability was measured at 8.5. The market demand index was 10, with an estimated financial loss of 1721.07 and a delivery success rate of 89.3."""
